Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
navigateToUrl,Firefox 58.0,,2018-03-07 13:55:37,2018-03-07 13:55:39,"1,556s",PASSED
waitForPageLoad,Firefox 58.0,,2018-03-07 13:55:39,2018-03-07 13:55:39,"0,021s",PASSED
delay,Firefox 58.0,,2018-03-07 13:55:39,2018-03-07 13:55:41,"2,000s",PASSED
click,Firefox 58.0,,2018-03-07 13:55:41,2018-03-07 13:55:41,"0,249s",PASSED
delay,Firefox 58.0,,2018-03-07 13:55:41,2018-03-07 13:55:43,"2,000s",PASSED
mouseOver,Firefox 58.0,,2018-03-07 13:55:43,2018-03-07 13:55:43,"0,133s",PASSED
delay,Firefox 58.0,,2018-03-07 13:55:43,2018-03-07 13:55:45,"2,001s",PASSED
click,Firefox 58.0,,2018-03-07 13:55:45,2018-03-07 13:55:45,"0,239s",PASSED
delay,Firefox 58.0,,2018-03-07 13:55:45,2018-03-07 13:55:50,"5,001s",PASSED
verifyElementNotPresent,Firefox 58.0,,2018-03-07 13:55:50,2018-03-07 13:55:50,"0,011s",PASSED
closeBrowser,Firefox 58.0,,2018-03-07 13:55:50,2018-03-07 13:55:51,"0,239s",PASSED
,,,,,,
Test Cases/Prototyp_Filialsuche (RC 18)/22_Testfall,Firefox 58.0,"\""s. Widget in der Kontakt-Box\nErgebnis bei Auswahl eines Ortes:\n z.B Berlin => Ergebnisliste: Alle Filialen sind zugeklappt\""",2018-03-07 13:55:51,2018-03-07 13:56:06,"15,492s",PASSED
openBrowser,Firefox 58.0,,2018-03-07 13:55:51,2018-03-07 13:55:53,"2,750s",PASSED
maximizeWindow,Firefox 58.0,,2018-03-07 13:55:53,2018-03-07 13:55:53,"0,030s",PASSED
deleteAllCookies,Firefox 58.0,,2018-03-07 13:55:53,2018-03-07 13:55:54,"0,003s",PASSED
navigateToUrl,Firefox 58.0,,2018-03-07 13:55:54,2018-03-07 13:55:54,"0,664s",PASSED
waitForPageLoad,Firefox 58.0,,2018-03-07 13:55:54,2018-03-07 13:55:54,"0,006s",PASSED
delay,Firefox 58.0,,2018-03-07 13:55:54,2018-03-07 13:55:56,"2,001s",PASSED
click,Firefox 58.0,,2018-03-07 13:55:56,2018-03-07 13:55:56,"0,304s",PASSED
delay,Firefox 58.0,,2018-03-07 13:55:56,2018-03-07 13:55:58,"2,001s",PASSED
mouseOver,Firefox 58.0,,2018-03-07 13:55:58,2018-03-07 13:55:59,"0,160s",PASSED
delay,Firefox 58.0,,2018-03-07 13:55:59,2018-03-07 13:56:01,"2,000s",PASSED
click,Firefox 58.0,,2018-03-07 13:56:01,2018-03-07 13:56:01,"0,253s",PASSED
delay,Firefox 58.0,,2018-03-07 13:56:01,2018-03-07 13:56:06,"5,001s",PASSED
verifyElementNotPresent,Firefox 58.0,,2018-03-07 13:56:06,2018-03-07 13:56:06,"0,013s",PASSED
closeBrowser,Firefox 58.0,,2018-03-07 13:56:06,2018-03-07 13:56:06,"0,241s",PASSED
,,,,,,
Test Cases/Prototyp_Filialsuche (RC 18)/23_Testfall,Firefox 58.0,s. Widget in der Marginalspalte\nErgebnis bei Auswahl eines Ortes:\n z.B Berlin => Ergebnisliste: Alle Filialen sind zugeklappt,2018-03-07 13:56:06,2018-03-07 13:56:25,"18,701s",PASSED
openBrowser,Firefox 58.0,,2018-03-07 13:56:06,2018-03-07 13:56:09,"3,098s",PASSED
maximizeWindow,Firefox 58.0,,2018-03-07 13:56:09,2018-03-07 13:56:09,"0,032s",PASSED
deleteAllCookies,Firefox 58.0,,2018-03-07 13:56:09,2018-03-07 13:56:09,"0,003s",PASSED
navigateToUrl,Firefox 58.0,,2018-03-07 13:56:09,2018-03-07 13:56:13,"3,509s",PASSED
waitForPageLoad,Firefox 58.0,,2018-03-07 13:56:13,2018-03-07 13:56:13,"0,005s",PASSED
delay,Firefox 58.0,,2018-03-07 13:56:13,2018-03-07 13:56:15,"2,001s",PASSED
click,Firefox 58.0,,2018-03-07 13:56:15,2018-03-07 13:56:15,"0,303s",PASSED
delay,Firefox 58.0,,2018-03-07 13:56:15,2018-03-07 13:56:17,"2,001s",PASSED
mouseOver,Firefox 58.0,,2018-03-07 13:56:17,2018-03-07 13:56:17,"0,154s",PASSED
delay,Firefox 58.0,,2018-03-07 13:56:17,2018-03-07 13:56:19,"2,000s",PASSED
click,Firefox 58.0,,2018-03-07 13:56:19,2018-03-07 13:56:20,"0,232s",PASSED
delay,Firefox 58.0,,2018-03-07 13:56:20,2018-03-07 13:56:25,"5,000s",PASSED
verifyElementNotPresent,Firefox 58.0,,2018-03-07 13:56:25,2018-03-07 13:56:25,"0,011s",PASSED
closeBrowser,Firefox 58.0,,2018-03-07 13:56:25,2018-03-07 13:56:25,"0,286s",PASSED
,,,,,,
Test Cases/Prototyp_Filialsuche (RC 18)/24_Testfall,Firefox 58.0,s. Widget im Footer\nErgebnis bei Auswahl eines Ortes:\n z.B Berlin => Ergebnisliste: Alle Filialen sind zugeklappt,2018-03-07 13:56:25,2018-03-07 13:56:41,"16,562s",PASSED
openBrowser,Firefox 58.0,,2018-03-07 13:56:25,2018-03-07 13:56:28,"2,677s",PASSED
maximizeWindow,Firefox 58.0,,2018-03-07 13:56:28,2018-03-07 13:56:28,"0,385s",PASSED
deleteAllCookies,Firefox 58.0,,2018-03-07 13:56:28,2018-03-07 13:56:28,"0,003s",PASSED
navigateToUrl,Firefox 58.0,,2018-03-07 13:56:28,2018-03-07 13:56:29,"1,039s",PASSED
waitForPageLoad,Firefox 58.0,,2018-03-07 13:56:29,2018-03-07 13:56:29,"0,024s",PASSED
delay,Firefox 58.0,,2018-03-07 13:56:29,2018-03-07 13:56:31,"2,001s",PASSED
click,Firefox 58.0,,2018-03-07 13:56:31,2018-03-07 13:56:31,"0,289s",PASSED
delay,Firefox 58.0,,2018-03-07 13:56:31,2018-03-07 13:56:33,"2,000s",PASSED
mouseOver,Firefox 58.0,,2018-03-07 13:56:33,2018-03-07 13:56:33,"0,148s",PASSED
delay,Firefox 58.0,,2018-03-07 13:56:33,2018-03-07 13:56:35,"2,001s",PASSED
click,Firefox 58.0,,2018-03-07 13:56:35,2018-03-07 13:56:36,"0,624s",PASSED
delay,Firefox 58.0,,2018-03-07 13:56:36,2018-03-07 13:56:41,"5,001s",PASSED
verifyElementNotPresent,Firefox 58.0,,2018-03-07 13:56:41,2018-03-07 13:56:41,"0,011s",PASSED
closeBrowser,Firefox 58.0,,2018-03-07 13:56:41,2018-03-07 13:56:41,"0,295s",PASSED
,,,,,,
Test Cases/Prototyp_Filialsuche (RC 18)/25_Testfall,Firefox 58.0,"\""Ergebnis bei Auswahl eines Ortes:\n z.B Berlin => Karte: \u00DCbersichtsansicht aller Filialen\""",2018-03-07 13:56:41,2018-03-07 13:56:58,"16,757s",PASSED
openBrowser,Firefox 58.0,,2018-03-07 13:56:42,2018-03-07 13:56:45,"2,977s",PASSED
deleteAllCookies,Firefox 58.0,,2018-03-07 13:56:45,2018-03-07 13:56:45,"0,003s",PASSED
maximizeWindow,Firefox 58.0,,2018-03-07 13:56:45,2018-03-07 13:56:45,"0,032s",PASSED
navigateToUrl,Firefox 58.0,,2018-03-07 13:56:45,2018-03-07 13:56:46,"1,034s",PASSED
waitForPageLoad,Firefox 58.0,,2018-03-07 13:56:46,2018-03-07 13:56:46,"0,020s",PASSED
delay,Firefox 58.0,,2018-03-07 13:56:46,2018-03-07 13:56:48,"2,000s",PASSED
click,Firefox 58.0,,2018-03-07 13:56:48,2018-03-07 13:56:48,"0,282s",PASSED
delay,Firefox 58.0,,2018-03-07 13:56:48,2018-03-07 13:56:50,"2,000s",PASSED
mouseOver,Firefox 58.0,,2018-03-07 13:56:50,2018-03-07 13:56:50,"0,143s",PASSED
delay,Firefox 58.0,,2018-03-07 13:56:50,2018-03-07 13:56:52,"2,000s",PASSED
click,Firefox 58.0,,2018-03-07 13:56:52,2018-03-07 13:56:52,"0,255s",PASSED
delay,Firefox 58.0,,2018-03-07 13:56:52,2018-03-07 13:56:57,"5,000s",PASSED
"Statement - wes = com.kms.katalon.core.webui.common.WebUiCommonHelper.findWebElements(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(filial_map), 5)",Firefox 58.0,,2018-03-07 13:56:57,2018-03-07 13:56:57,"0,029s",PASSED
"Statement - For ([i = 0, i < wes.size(), (i++)])",Firefox 58.0,,2018-03-07 13:56:57,2018-03-07 13:56:58,"0,676s",PASSED
closeBrowser,Firefox 58.0,,2018-03-07 13:56:58,2018-03-07 13:56:58,"0,184s",PASSED
,,,,,,
Test Cases/Prototyp_Filialsuche (RC 18)/26_Testfall,Firefox 58.0,"\""s. Widget in der Kontakt-Box\nErgebnis bei Auswahl eines Ortes:\n z.B Berlin => Karte: \u00DCbersichtsansicht aller Filialen\""",2018-03-07 13:56:58,2018-03-07 13:57:15,"16,423s",PASSED
openBrowser,Firefox 58.0,,2018-03-07 13:56:58,2018-03-07 13:57:01,"2,889s",PASSED
deleteAllCookies,Firefox 58.0,,2018-03-07 13:57:01,2018-03-07 13:57:01,"0,003s",PASSED
maximizeWindow,Firefox 58.0,,2018-03-07 13:57:01,2018-03-07 13:57:01,"0,024s",PASSED
navigateToUrl,Firefox 58.0,,2018-03-07 13:57:01,2018-03-07 13:57:02,"0,690s",PASSED
waitForPageLoad,Firefox 58.0,,2018-03-07 13:57:02,2018-03-07 13:57:02,"0,006s",PASSED
delay,Firefox 58.0,,2018-03-07 13:57:02,2018-03-07 13:57:04,"2,000s",PASSED
click,Firefox 58.0,,2018-03-07 13:57:04,2018-03-07 13:57:04,"0,289s",PASSED
delay,Firefox 58.0,,2018-03-07 13:57:04,2018-03-07 13:57:06,"2,000s",PASSED
mouseOver,Firefox 58.0,,2018-03-07 13:57:06,2018-03-07 13:57:06,"0,138s",PASSED
delay,Firefox 58.0,,2018-03-07 13:57:06,2018-03-07 13:57:08,"2,002s",PASSED
click,Firefox 58.0,,2018-03-07 13:57:08,2018-03-07 13:57:09,"0,253s",PASSED
delay,Firefox 58.0,,2018-03-07 13:57:09,2018-03-07 13:57:14,"5,000s",PASSED
"Statement - wes = com.kms.katalon.core.webui.common.WebUiCommonHelper.findWebElements(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(filial_map), 5)",Firefox 58.0,,2018-03-07 13:57:14,2018-03-07 13:57:14,"0,049s",PASSED
"Statement - For ([i = 0, i < wes.size(), (i++)])",Firefox 58.0,,2018-03-07 13:57:14,2018-03-07 13:57:14,"0,692s",PASSED
closeBrowser,Firefox 58.0,,2018-03-07 13:57:14,2018-03-07 13:57:15,"0,295s",PASSED
,,,,,,
Test Cases/Prototyp_Filialsuche (RC 18)/27_Testfall,Firefox 58.0,"\""s. Widget in der Marginalspalte\nErgebnis bei Auswahl eines Ortes:\n z.B Berlin => Karte: \u00DCbersichtsansicht aller Filialen\""",2018-03-07 13:57:15,2018-03-07 13:57:35,"20,860s",PASSED
openBrowser,Firefox 58.0,,2018-03-07 13:57:15,2018-03-07 13:57:18,"3,267s",PASSED
deleteAllCookies,Firefox 58.0,,2018-03-07 13:57:18,2018-03-07 13:57:18,"0,003s",PASSED
maximizeWindow,Firefox 58.0,,2018-03-07 13:57:18,2018-03-07 13:57:18,"0,027s",PASSED
navigateToUrl,Firefox 58.0,,2018-03-07 13:57:18,2018-03-07 13:57:22,"4,070s",PASSED
waitForPageLoad,Firefox 58.0,,2018-03-07 13:57:22,2018-03-07 13:57:22,"0,007s",PASSED
delay,Firefox 58.0,,2018-03-07 13:57:22,2018-03-07 13:57:24,"2,001s",PASSED
click,Firefox 58.0,,2018-03-07 13:57:24,2018-03-07 13:57:24,"0,303s",PASSED
delay,Firefox 58.0,,2018-03-07 13:57:24,2018-03-07 13:57:26,"2,001s",PASSED
mouseOver,Firefox 58.0,,2018-03-07 13:57:26,2018-03-07 13:57:27,"0,161s",PASSED
delay,Firefox 58.0,,2018-03-07 13:57:27,2018-03-07 13:57:29,"2,001s",PASSED
click,Firefox 58.0,,2018-03-07 13:57:29,2018-03-07 13:57:29,"0,264s",PASSED
delay,Firefox 58.0,,2018-03-07 13:57:29,2018-03-07 13:57:34,"5,000s",PASSED
"Statement - wes = com.kms.katalon.core.webui.common.WebUiCommonHelper.findWebElements(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(filial_map), 5)",Firefox 58.0,,2018-03-07 13:57:34,2018-03-07 13:57:34,"0,040s",PASSED
"Statement - For ([i = 0, i < wes.size(), (i++)])",Firefox 58.0,,2018-03-07 13:57:34,2018-03-07 13:57:35,"1,361s",PASSED
closeBrowser,Firefox 58.0,,2018-03-07 13:57:35,2018-03-07 13:57:35,"0,251s",PASSED
,,,,,,
Test Cases/Prototyp_Filialsuche (RC 18)/28_Testfall,Firefox 58.0,s. Widget im Footer\nErgebnis bei Auswahl eines Ortes:\n z.B Berlin => Karte: \u00DCbersichtsansicht aller Filialen,2018-03-07 13:57:35,2018-03-07 13:57:54,"18,185s",PASSED
openBrowser,Firefox 58.0,,2018-03-07 13:57:36,2018-03-07 13:57:39,"3,145s",PASSED
deleteAllCookies,Firefox 58.0,,2018-03-07 13:57:39,2018-03-07 13:57:39,"0,003s",PASSED
maximizeWindow,Firefox 58.0,,2018-03-07 13:57:39,2018-03-07 13:57:39,"0,026s",PASSED
navigateToUrl,Firefox 58.0,,2018-03-07 13:57:39,2018-03-07 13:57:40,"1,292s",PASSED
waitForPageLoad,Firefox 58.0,,2018-03-07 13:57:40,2018-03-07 13:57:40,"0,030s",PASSED
delay,Firefox 58.0,,2018-03-07 13:57:40,2018-03-07 13:57:42,"2,001s",PASSED
click,Firefox 58.0,,2018-03-07 13:57:42,2018-03-07 13:57:42,"0,270s",PASSED
delay,Firefox 58.0,,2018-03-07 13:57:42,2018-03-07 13:57:44,"2,000s",PASSED
mouseOver,Firefox 58.0,,2018-03-07 13:57:44,2018-03-07 13:57:44,"0,158s",PASSED
delay,Firefox 58.0,,2018-03-07 13:57:44,2018-03-07 13:57:46,"2,001s",PASSED
click,Firefox 58.0,,2018-03-07 13:57:46,2018-03-07 13:57:47,"0,652s",PASSED
delay,Firefox 58.0,,2018-03-07 13:57:47,2018-03-07 13:57:52,"5,001s",PASSED
"Statement - wes = com.kms.katalon.core.webui.common.WebUiCommonHelper.findWebElements(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(filial_map), 5)",Firefox 58.0,,2018-03-07 13:57:52,2018-03-07 13:57:52,"0,033s",PASSED
"Statement - For ([i = 0, i < wes.size(), (i++)])",Firefox 58.0,,2018-03-07 13:57:52,2018-03-07 13:57:53,"1,254s",PASSED
closeBrowser,Firefox 58.0,,2018-03-07 13:57:53,2018-03-07 13:57:54,"0,228s",PASSED
,,,,,,
Test Cases/Prototyp_Filialsuche (RC 18)/29_Testfall,Firefox 58.0,Ergebnis bei Auswahl eines Ortes:\n z.B Berlin => Ergebnisliste: Ohne Entfernungsangabe,2018-03-07 13:57:54,2018-03-07 13:58:10,"16,077s",PASSED
openBrowser,Firefox 58.0,,2018-03-07 13:57:54,2018-03-07 13:57:57,"3,092s",PASSED
maximizeWindow,Firefox 58.0,,2018-03-07 13:57:57,2018-03-07 13:57:57,"0,030s",PASSED
deleteAllCookies,Firefox 58.0,,2018-03-07 13:57:57,2018-03-07 13:57:57,"0,004s",PASSED
navigateToUrl,Firefox 58.0,,2018-03-07 13:57:57,2018-03-07 13:57:58,"0,958s",PASSED
delay,Firefox 58.0,,2018-03-07 13:57:58,2018-03-07 13:58:00,"2,000s",PASSED
click,Firefox 58.0,,2018-03-07 13:58:00,2018-03-07 13:58:00,"0,265s",PASSED
delay,Firefox 58.0,,2018-03-07 13:58:00,2018-03-07 13:58:02,"2,000s",PASSED
mouseOver,Firefox 58.0,,2018-03-07 13:58:02,2018-03-07 13:58:02,"0,154s",PASSED
delay,Firefox 58.0,,2018-03-07 13:58:02,2018-03-07 13:58:04,"2,001s",PASSED
click,Firefox 58.0,,2018-03-07 13:58:04,2018-03-07 13:58:04,"0,267s",PASSED
delay,Firefox 58.0,,2018-03-07 13:58:04,2018-03-07 13:58:09,"5,001s",PASSED
verifyElementNotPresent,Firefox 58.0,,2018-03-07 13:58:09,2018-03-07 13:58:10,"0,034s",PASSED
closeBrowser,Firefox 58.0,,2018-03-07 13:58:10,2018-03-07 13:58:10,"0,197s",PASSED
,,,,,,
Test Cases/Prototyp_Filialsuche (RC 18)/30_Testfall,Firefox 58.0,s. Widget in der Kontakt-Box\nErgebnis bei Auswahl eines Ortes:\n z.B Berlin => Ergebnisliste: Ohne Entfernungsangabe,2018-03-07 13:58:10,2018-03-07 13:58:28,"18,648s",PASSED
openBrowser,Firefox 58.0,,2018-03-07 13:58:10,2018-03-07 13:58:12,"2,696s",PASSED
maximizeWindow,Firefox 58.0,,2018-03-07 13:58:12,2018-03-07 13:58:13,"0,053s",PASSED
deleteAllCookies,Firefox 58.0,,2018-03-07 13:58:13,2018-03-07 13:58:13,"0,004s",PASSED
navigateToUrl,Firefox 58.0,,2018-03-07 13:58:13,2018-03-07 13:58:13,"0,942s",PASSED
delay,Firefox 58.0,,2018-03-07 13:58:13,2018-03-07 13:58:18,"5,002s",PASSED
click,Firefox 58.0,,2018-03-07 13:58:18,2018-03-07 13:58:19,"0,298s",PASSED
delay,Firefox 58.0,,2018-03-07 13:58:19,2018-03-07 13:58:21,"2,000s",PASSED
mouseOver,Firefox 58.0,,2018-03-07 13:58:21,2018-03-07 13:58:21,"0,140s",PASSED
delay,Firefox 58.0,,2018-03-07 13:58:21,2018-03-07 13:58:23,"2,001s",PASSED
click,Firefox 58.0,,2018-03-07 13:58:23,2018-03-07 13:58:23,"0,237s",PASSED
delay,Firefox 58.0,,2018-03-07 13:58:23,2018-03-07 13:58:28,"5,001s",PASSED
verifyElementNotPresent,Firefox 58.0,,2018-03-07 13:58:28,2018-03-07 13:58:28,"0,025s",PASSED
closeBrowser,Firefox 58.0,,2018-03-07 13:58:28,2018-03-07 13:58:28,"0,184s",PASSED
,,,,,,
Test Cases/Prototyp_Filialsuche (RC 18)/31_Testfall,Firefox 58.0,"\""s. Widget in der Marginalspalte\nErgebnis bei Auswahl eines Ortes:\n z.B Berlin => Ergebnisliste:  Ohne Entfernungsangabe\""",2018-03-07 13:58:28,2018-03-07 13:58:51,"22,608s",PASSED
openBrowser,Firefox 58.0,,2018-03-07 13:58:28,2018-03-07 13:58:32,"3,070s",PASSED
maximizeWindow,Firefox 58.0,,2018-03-07 13:58:32,2018-03-07 13:58:32,"0,042s",PASSED
deleteAllCookies,Firefox 58.0,,2018-03-07 13:58:32,2018-03-07 13:58:32,"0,012s",PASSED
navigateToUrl,Firefox 58.0,,2018-03-07 13:58:32,2018-03-07 13:58:36,"4,517s",PASSED
delay,Firefox 58.0,,2018-03-07 13:58:36,2018-03-07 13:58:41,"5,001s",PASSED
click,Firefox 58.0,,2018-03-07 13:58:41,2018-03-07 13:58:41,"0,303s",PASSED
delay,Firefox 58.0,,2018-03-07 13:58:41,2018-03-07 13:58:43,"2,001s",PASSED
mouseOver,Firefox 58.0,,2018-03-07 13:58:43,2018-03-07 13:58:44,"0,139s",PASSED
delay,Firefox 58.0,,2018-03-07 13:58:44,2018-03-07 13:58:46,"2,001s",PASSED
click,Firefox 58.0,,2018-03-07 13:58:46,2018-03-07 13:58:46,"0,232s",PASSED
delay,Firefox 58.0,,2018-03-07 13:58:46,2018-03-07 13:58:51,"5,001s",PASSED
verifyElementNotPresent,Firefox 58.0,,2018-03-07 13:58:51,2018-03-07 13:58:51,"0,021s",PASSED
closeBrowser,Firefox 58.0,,2018-03-07 13:58:51,2018-03-07 13:58:51,"0,203s",PASSED
,,,,,,
Test Cases/Prototyp_Filialsuche (RC 18)/32_Testfall,Firefox 58.0,"\""s. Widget im Footer\nErgebnis bei Auswahl eines Ortes:\n z.B Berlin =>  Ohne Entfernungsangabe\""",2018-03-07 13:58:51,2018-03-07 13:59:13,"21,982s",PASSED
openBrowser,Firefox 58.0,,2018-03-07 13:58:51,2018-03-07 13:58:54,"2,985s",PASSED
maximizeWindow,Firefox 58.0,,2018-03-07 13:58:54,2018-03-07 13:58:54,"0,029s",PASSED
deleteAllCookies,Firefox 58.0,,2018-03-07 13:58:54,2018-03-07 13:58:54,"0,003s",PASSED
navigateToUrl,Firefox 58.0,,2018-03-07 13:58:54,2018-03-07 13:58:56,"1,658s",PASSED
